"mzn","version","dzn","solver","timeout","n","mode","learning","solution","proof_of_opt","runtime","failures","restarts","propagations","propagators","peakDepth","nogoods","backjumps","nSolutions","unsat"
"toy.mzn","Spread","toy_10_11.dzn","Chuffed",1200000,10,"Simp","True","139181","False","120","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","67","False"
"toy.mzn","Spread","toy_18_21.dzn","Chuffed",1200000,18,"LB-TL","True","1728498","False","1150","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","1427","False"
"toy.mzn","Gini","toy_28_30.dzn","Chuffed",1200000,28,"LB-TL","True","4128","False","1199951","19053478","74","342268277","4","782","19053478","106485952","73","False"
"toy.mzn","Gini","toy_20_22.dzn","Chuffed",1200000,20,"Simp","True","1340","False","1199943","65305266","194","286333953","4","486","65305266","5179767","193","False"
"toy.mzn","Spread","toy_27_31.dzn","Chuffed",1200000,27,"LB","True","7772657","False","1199949","79041021","2150","571453433","4","230","79041021","48930336","2149","False"
"toy.mzn","Gini","toy_17_19.dzn","Chuffed",1200000,17,"LB-TL","True","4086","False","1199934","100080322","65","526295782","4","102","100080322","7703084","64","False"
"toy.mzn","Spread","toy_25_27.dzn","Chuffed",1200000,25,"Simp","True","4680552","False","1199949","60787649","96","670304572","4","632","60787649","201929201","95","False"
"toy.mzn","Gini","toy_24_24.dzn","Chuffed",1200000,24,"LB-TL","True","3944","False","1199949","83111507","65","490707781","4","263","83111507","51042546","64","False"
"toy.mzn","Spread","toy_16_20.dzn","Chuffed",1200000,16,"LB-TL","True","1252506","False","1199926","97737563","2715","876339626","4","1958","97737563","97967349","2714","False"
"toy.mzn","Gini","toy_18_22.dzn","Chuffed",1200000,18,"Simp","True","1352","False","1199939","63862690","18","267136313","4","167","63862690","2214137","17","False"
"toy.mzn","Spread","toy_37_41.dzn","Chuffed",1200000,37,"Simp","True","42089457","False","1199946","102150394","2","565665797","4","495","102150394","27455978","1","False"
"toy.mzn","Spread","toy_8_9.dzn","Chuffed",1200000,8,"LB-TL","True","3310","True","43730","4947212","1286","36580779","4","130","4947212","3356196","1285","False"
"toy.mzn","Gini","toy_15_19.dzn","Chuffed",1200000,15,"LB","True","4094","False","1200026","102977734","85","537463514","4","88","102977734","4219100","84","False"
"toy.mzn","Gini","toy_32_34.dzn","Chuffed",1200000,32,"LB-TL","True","3633","False","1200146","33809698","115","242520353","4","388","33809698","21263010","114","False"
"toy.mzn","Gini","toy_30_34.dzn","Chuffed",1200000,30,"LB","True","4104","False","1199952","36861338","56","301660945","4","365","36861338","39674138","55","False"
"toy.mzn","Gini","toy_36_36.dzn","Chuffed",1200000,36,"LB","True","3450","False","1199949","29523566","224","177131459","4","482","29523566","6841286","223","False"
"toy.mzn","Spread","toy_10_10.dzn","Chuffed",1200000,10,"Simp","True","107016","False","1199943","106692180","58","450145220","4","51","106692180","2731925","57","False"
"toy.mzn","Spread","toy_19_22.dzn","Chuffed",1200000,19,"Simp","True","2350083","False","1199941","70685950","449","320111170","4","484","70685950","9759283","448","False"
"toy.mzn","Gini","toy_22_24.dzn","Chuffed",1200000,22,"Simp","True","1539","False","1199945","77418089","33","336585686","4","278","77418089","5383628","32","False"
"toy.mzn","Gini","toy_23_23.dzn","Chuffed",1200000,23,"LB-TL","True","4561","False","1199947","91958010","148","541610902","4","268","91958010","58723113","147","False"
"toy.mzn","Gini","toy_26_30.dzn","Chuffed",1200000,26,"LB","True","4122","False","1199956","4827433","95","358015022","4","542","4827433","123936037","94","False"
"toy.mzn","Gini","toy_2_6.dzn","Chuffed",1200000,2,"LB","True","1250","True","80","2","3","33","4","4","2","0","3","False"
"toy.mzn","Gini","toy_19_21.dzn","Chuffed",1200000,19,"LB","True","4238","False","1199945","103184115","131","608012737","4","188","103184115","64211016","130","False"
"toy.mzn","Spread","toy_15_17.dzn","Chuffed",1200000,15,"LB-TL","True","1035448","False","1199938","159646778","1447","923006164","4","104","159646778","40742966","1446","False"
"toy.mzn","Spread","toy_37_37.dzn","Chuffed",1200000,37,"LB-TL","True","62537124","False","1200064","102720706","2142","582880424","4","484","102720706","23598803","2141","False"
"toy.mzn","Gini","toy_33_33.dzn","Chuffed",1200000,33,"LB","True","3689","False","1199957","43797032","40","361269650","4","365","43797032","48070112","39","False"
"toy.mzn","Spread","toy_12_13.dzn","Chuffed",1200000,12,"Simp","True","432683","False","1199984","95509557","75","405853395","4","61","95509557","4108428","74","False"
"toy.mzn","Spread","toy_40_43.dzn","Chuffed",1200000,40,"Simp","True","70816081","False","1199943","94213388","29","514009173","4","529","94213388","21460145","28","False"
"toy.mzn","Spread","toy_38_39.dzn","Chuffed",1200000,38,"LB-TL","True","52809807","False","1199938","88709006","2284","450930448","4","560","88709006","10418310","2283","False"
"toy.mzn","Gini","toy_15_18.dzn","Chuffed",1200000,15,"LB-TL","True","3061","False","1199933","121246529","494","697849878","4","117","121246529","66569707","493","False"
"toy.mzn","Gini","toy_2_3.dzn","Chuffed",1200000,2,"Simp","True","0","True","80","3","2","31","4","3","3","0","2","False"
"toy.mzn","Spread","toy_29_29.dzn","Chuffed",1200000,29,"LB","True","11320266","False","1200034","78999351","1964","438503143","4","302","78999351","8604108","1963","False"
"toy.mzn","Gini","toy_20_24.dzn","Chuffed",1200000,20,"LB-TL","True","4500","False","1199939","98903793","105","528603791","4","152","98903793","19103982","104","False"
"toy.mzn","Spread","toy_18_22.dzn","Chuffed",1200000,18,"Simp","True","2017644","False","1199943","64021232","25","277025718","4","446","64021232","4292271","24","False"
"toy.mzn","Spread","toy_39_43.dzn","Chuffed",1200000,39,"LB-TL","True","64950184","False","1200113","99625047","2361","604063344","4","498","99625047","22838313","2360","False"
"toy.mzn","Spread","toy_9_10.dzn","Chuffed",1200000,9,"Simp","True","96733","False","1199932","167643375","47","713900970","4","44","167643375","3763399","46","False"
"toy.mzn","Gini","toy_37_41.dzn","Chuffed",1200000,37,"LB-TL","True","4664","False","1199952","45565177","2","251546046","4","499","45565177","9491923","1","False"
"toy.mzn","Gini","toy_40_41.dzn","Chuffed",1200000,40,"LB","True","4595","False","1199948","46207799","150","236095362","4","568","46207799","5489362","149","False"
"toy.mzn","Spread","toy_39_39.dzn","Chuffed",1200000,39,"LB","True","50614560","False","1199936","72345925","2345","392479900","4","634","72345925","3697309","2344","False"
"toy.mzn","Gini","toy_24_28.dzn","Chuffed",1200000,24,"Simp","True","2346","False","1199945","50938634","30","231765689","4","714","50938634","7715930","29","False"
"toy.mzn","Spread","toy_8_9.dzn","Chuffed",1200000,8,"LB","True","3310","True","550","3872","1158","167439","4","45","3872","10410","1157","False"
"toy.mzn","Spread","toy_29_30.dzn","Chuffed",1200000,29,"Simp","True","12820360","False","1199955","82863066","4","792387342","4","330","82863066","189034809","3","False"
"toy.mzn","Spread","toy_33_36.dzn","Chuffed",1200000,33,"Simp","True","21374733","False","1199955","3205252","483","2891498074","4","2047","3205252","1437585331","482","False"
"toy.mzn","Spread","toy_24_26.dzn","Chuffed",1200000,24,"Simp","True","8143049","False","1199943","54264006","565","236071730","4","610","54264006","3641842","564","False"
"toy.mzn","Gini","toy_20_24.dzn","Chuffed",1200000,20,"LB","True","4489","False","1199942","98746019","116","527760538","4","153","98746019","19078811","115","False"
"toy.mzn","Spread","toy_13_13.dzn","Chuffed",1200000,13,"LB","True","620746","False","1199931","119183422","1830","730763897","4","357","119183422","36975641","1829","False"
"toy.mzn","Spread","toy_3_4.dzn","Chuffed",1200000,3,"LB-TL","True","0","True","100","4","2","62","4","7","4","4","2","False"
"toy.mzn","Spread","toy_2_4.dzn","Chuffed",1200000,2,"Simp","True","0","True","100","3","2","30","4","3","3","0","2","False"
"toy.mzn","Spread","toy_6_10.dzn","Chuffed",1200000,6,"Simp","True","4500","True","136410","19114463","107","81187253","4","23","19114463","309568","106","False"
"toy.mzn","Spread","toy_9_9.dzn","Chuffed",1200000,9,"Simp","True","85409","False","1199936","155541754","68","657337211","4","47","155541754","3929364","67","False"
"toy.mzn","Gini","toy_23_24.dzn","Chuffed",1200000,23,"LB-TL","True","3908","False","1199946","85297221","55","504311497","4","258","85297221","52366543","54","False"
"toy.mzn","Gini","toy_40_40.dzn","Chuffed",1200000,40,"LB-TL","True","4072","False","1199951","44048446","97","213633654","4","626","44048446","2930793","96","False"
"toy.mzn","Gini","toy_11_14.dzn","Chuffed",1200000,11,"LB-TL","True","3473","False","1199933","125692735","243","548254515","4","78","125692735","3789717","242","False"
"toy.mzn","Spread","toy_3_6.dzn","Chuffed",1200000,3,"LB-TL","True","466","True","100","4","5","117","4","7","4","2","5","False"
"toy.mzn","Spread","toy_2_5.dzn","Chuffed",1200000,2,"LB","True","25","True","150","1","2","18","4","2","1","0","2","False"
"toy.mzn","Spread","toy_19_21.dzn","Chuffed",1200000,19,"LB","True","1831214","False","1199942","96237425","905","879816778","4","268","96237425","109096862","904","False"
"toy.mzn","Gini","toy_22_23.dzn","Chuffed",1200000,22,"LB-TL","True","4620","False","1199945","88742900","156","489694173","4","202","88742900","29130038","155","False"
"toy.mzn","Spread","toy_37_40.dzn","Chuffed",1200000,37,"LB","True","37634952","False","1200044","92931744","2209","490018158","4","500","92931744","14054237","2208","False"
"toy.mzn","Gini","toy_24_25.dzn","Chuffed",1200000,24,"LB-TL","True","4485","False","1199949","69307164","94","409988638","4","373","69307164","45198586","93","False"
"toy.mzn","Gini","toy_27_28.dzn","Chuffed",1200000,27,"LB","True","3906","False","1199957","64241683","84","334564834","4","264","64241683","3498075","83","False"
"toy.mzn","Gini","toy_18_22.dzn","Chuffed",1200000,18,"LB","True","3360","False","1199939","90969842","231","540250116","4","256","90969842","59899405","230","False"
"toy.mzn","Spread","toy_21_23.dzn","Chuffed",1200000,21,"LB","True","2853058","False","1199977","96028705","2205","740846430","4","671","96028705","67128415","2204","False"
"toy.mzn","Gini","toy_22_24.dzn","Chuffed",1200000,22,"LB","True","4012","False","1199946","94959418","187","562094486","4","274","94959418","58597444","186","False"
"toy.mzn","Gini","toy_32_32.dzn","Chuffed",1200000,32,"LB-TL","True","4298","False","1199949","59751841","130","342311496","4","452","59751841","15210057","129","False"
"toy.mzn","Gini","toy_37_38.dzn","Chuffed",1200000,37,"LB-TL","True","3759","False","1199953","49603909","154","270971843","4","510","49603909","10418674","153","False"
"toy.mzn","Spread","toy_35_36.dzn","Chuffed",1200000,35,"Simp","True","34433610","False","170","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","19","False"
"toy.mzn","Spread","toy_36_36.dzn","Chuffed",1200000,36,"Simp","True","32639437","False","1200054","106859995","879","603789451","4","481","106859995","34443860","878","False"
"toy.mzn","Spread","toy_32_35.dzn","Chuffed",1200000,32,"LB-TL","True","23013555","False","1199950","55282228","938","609648363","4","431","55282228","91112957","937","False"
"toy.mzn","Gini","toy_7_11.dzn","Chuffed",1200000,7,"LB-TL","True","936","True","270","19913","147","129915","4","42","19913","10066","146","False"
"toy.mzn","Spread","toy_4_8.dzn","Chuffed",1200000,4,"Simp","True","0","True","110","703","9","6804","4","15","703","1484","9","False"
"toy.mzn","Spread","toy_11_12.dzn","Chuffed",1200000,11,"LB-TL","True","171656","False","1200133","130880173","1158","719459657","4","72","130880173","6239310","1157","False"
"toy.mzn","Spread","toy_17_19.dzn","Chuffed",1200000,17,"Simp","True","1676912","False","1199942","139165860","2","696642125","4","114","139165860","10351886","1","False"
"toy.mzn","Spread","toy_14_15.dzn","Chuffed",1200000,14,"Simp","True","750002","False","1199934","91871470","127","391631408","4","139","91871470","3975880","126","False"
"toy.mzn","Gini","toy_22_25.dzn","Chuffed",1200000,22,"Simp","True","1341","False","1199946","57552298","258","251883023","4","408","57552298","4434280","257","False"
"toy.mzn","Spread","toy_30_30.dzn","Chuffed",1200000,30,"LB-TL","True","16381867","False","1199955","72113722","1504","468260032","4","388","72113722","22686384","1503","False"
"toy.mzn","Spread","toy_21_25.dzn","Chuffed",1200000,21,"LB","True","4454099","False","1199947","126041727","1996","823474261","4","218","126041727","78707810","1995","False"
"toy.mzn","Spread","toy_30_33.dzn","Chuffed",1200000,30,"LB-TL","True","19690084","False","1200083","76975914","2158","1248610303","4","314","76975914","262184642","2157","False"
"toy.mzn","Spread","toy_22_23.dzn","Chuffed",1200000,22,"LB","True","4135204","False","1199950","86788185","2170","674552469","4","5746","86788185","56066462","2169","False"
"toy.mzn","Gini","toy_17_18.dzn","Chuffed",1200000,17,"LB-TL","True","3327","False","1199934","116012097","12","675715814","4","134","116012097","70703312","11","False"
"toy.mzn","Spread","toy_25_26.dzn","Chuffed",1200000,25,"LB","True","7737111","False","1199982","82333258","3245","743535943","4","354","82333258","89647702","3244","False"
"toy.mzn","Gini","toy_24_25.dzn","Chuffed",1200000,24,"LB","True","4403","False","1199950","71389607","176","422443861","4","350","71389607","46665573","175","False"
"toy.mzn","Spread","toy_27_29.dzn","Chuffed",1200000,27,"LB","True","11375855","False","1199953","82666146","2387","550277942","4","418","82666146","54299847","2386","False"
"toy.mzn","Spread","toy_35_37.dzn","Chuffed",1200000,35,"LB-TL","True","32192607","False","1199956","103391682","2162","627618605","4","494","103391682","20592575","2161","False"
"toy.mzn","Gini","toy_5_6.dzn","Chuffed",1200000,5,"Simp","True","761","True","1470","276683","68","1192659","4","18","276683","6177","67","False"
"toy.mzn","Spread","toy_28_31.dzn","Chuffed",1200000,28,"Simp","True","12854356","False","340","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","255","False"
"toy.mzn","Spread","toy_22_24.dzn","Chuffed",1200000,22,"Simp","True","3779250","False","1199944","71819217","17","316694491","4","483","71819217","6872189","16","False"
"toy.mzn","Spread","toy_15_15.dzn","Chuffed",1200000,15,"LB","True","940930","False","1760","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","1985","False"
"toy.mzn","Spread","toy_16_20.dzn","Chuffed",1200000,16,"LB","True","973543","False","1199939","104105956","1920","760602842","4","124","104105956","60647938","1919","False"
"toy.mzn","Spread","toy_40_42.dzn","Chuffed",1200000,40,"LB","True","48114647","False","1199945","61495921","2295","486987712","4","610","61495921","45990287","2294","False"
"toy.mzn","Spread","toy_27_28.dzn","Chuffed",1200000,27,"LB-TL","True","10231350","False","1199954","70029308","2081","520225412","4","752","70029308","39782408","2080","False"
"toy.mzn","Spread","toy_14_17.dzn","Chuffed",1200000,14,"LB","True","787577","False","1199934","156317890","1498","894246938","4","94","156317890","34157958","1497","False"
"toy.mzn","Gini","toy_33_35.dzn","Chuffed",1200000,33,"LB","True","4438","False","1199954","53108967","297","302773213","4","465","53108967","15668170","296","False"
"toy.mzn","Gini","toy_5_5.dzn","Chuffed",1200000,5,"LB","True","781","True","130","1106","135","14762","4","17","1106","1996","135","False"
"toy.mzn","Gini","toy_2_4.dzn","Chuffed",1200000,2,"LB-TL","True","0","True","100","1","2","19","4","3","1","0","2","False"
"toy.mzn","Spread","toy_37_40.dzn","Chuffed",1200000,37,"Simp","True","36084305","False","1199947","36286642","3","1938593239","4","763","36286642","875727036","2","False"
"toy.mzn","Spread","toy_13_13.dzn","Chuffed",1200000,13,"Simp","True","619837","False","1199931","107521299","31","448746309","4","73","107521299","1912372","30","False"
"toy.mzn","Spread","toy_12_14.dzn","Chuffed",1200000,12,"LB","True","172157","False","5770","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","1376","False"
"toy.mzn","Spread","toy_33_34.dzn","Chuffed",1200000,33,"LB","True","20639237","False","1199949","66799063","2921","493953243","4","428","66799063","35347560","2920","False"
"toy.mzn","Gini","toy_24_24.dzn","Chuffed",1200000,24,"Simp","True","2269","False","1199946","72408372","46","319646698","4","351","72408372","7057761","45","False"
"toy.mzn","Spread","toy_17_18.dzn","Chuffed",1200000,17,"Simp","True","1589008","False","1199938","85654906","199","370328702","4","231","85654906","5031542","198","False"
"toy.mzn","Spread","toy_17_19.dzn","Chuffed",1200000,17,"LB-TL","True","1520880","False","1199940","124084883","1994","705340383","4","144","124084883","10480382","1993","False"
"toy.mzn","Spread","toy_29_30.dzn","Chuffed",1200000,29,"LB-TL","True","12439759","False","1199954","79096166","434","439489532","4","379","79096166","6554345","433","False"
"toy.mzn","Spread","toy_11_15.dzn","Chuffed",1200000,11,"LB-TL","True","478259","False","1199932","152818919","788","968049997","4","87","152818919","81804458","787","False"
"toy.mzn","Gini","toy_25_25.dzn","Chuffed",1200000,25,"LB","True","4217","False","1199951","9424647","145","432334098","4","573","9424647","156597714","144","False"
"toy.mzn","Spread","toy_30_34.dzn","Chuffed",1200000,30,"LB","True","14161249","False","1199951","101567067","2255","963108021","4","352","101567067","122078492","2254","False"
"toy.mzn","Spread","toy_2_5.dzn","Chuffed",1200000,2,"Simp","True","25","True","150","4","2","32","4","3","4","0","2","False"
"toy.mzn","Spread","toy_25_29.dzn","Chuffed",1200000,25,"LB","True","7829888","False","1199955","83367551","2109","554433637","4","431","83367551","54776954","2108","False"
"toy.mzn","Gini","toy_13_14.dzn","Chuffed",1200000,13,"LB-TL","True","4016","False","1200005","118014786","281","678313742","4","105","118014786","58607660","280","False"
"toy.mzn","Spread","toy_20_20.dzn","Chuffed",1200000,20,"LB","True","3449350","False","410","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","422","False"
"toy.mzn","Spread","toy_37_41.dzn","Chuffed",1200000,37,"LB","True","41320045","False","1199945","60925088","2295","495839815","4","463","60925088","46129919","2294","False"
"toy.mzn","Spread","toy_7_9.dzn","Chuffed",1200000,7,"LB","True","2069","True","450","3030","984","133370","4","33","3030","11230","983","False"
"toy.mzn","Spread","toy_40_43.dzn","Chuffed",1200000,40,"LB-TL","True","70185047","False","1199947","45013798","2470","305602082","4","528","45013798","25987532","2469","False"
"toy.mzn","Gini","toy_24_26.dzn","Chuffed",1200000,24,"LB","True","4324","False","1199944","44098663","144","180701161","4","174","44098663","665522","143","False"
"toy.mzn","Spread","toy_36_39.dzn","Chuffed",1200000,36,"Simp","True","39848395","False","1199948","3550315","24","2798159683","4","2322","3550315","1390195788","23","False"
"toy.mzn","Gini","toy_19_22.dzn","Chuffed",1200000,19,"LB-TL","True","3452","False","1199941","83110394","223","492091698","4","245","83110394","54377780","222","False"
"toy.mzn","Gini","toy_29_33.dzn","Chuffed",1200000,29,"LB-TL","True","3226","False","1200153","34019526","324","348124171","4","318","34019526","70736240","323","False"
"toy.mzn","Spread","toy_17_21.dzn","Chuffed",1200000,17,"LB","True","1446788","False","1110","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","1418","False"
"toy.mzn","Spread","toy_21_23.dzn","Chuffed",1200000,21,"LB-TL","True","2901386","False","1199946","101917972","2073","626898801","4","234","101917972","27159161","2072","False"
"toy.mzn","Spread","toy_21_21.dzn","Chuffed",1200000,21,"Simp","True","3525591","False","1199943","81858309","11","360785147","4","344","81858309","7476521","10","False"
"toy.mzn","Spread","toy_32_32.dzn","Chuffed",1200000,32,"Simp","True","15202896","False","370","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","305","False"
"toy.mzn","Spread","toy_18_21.dzn","Chuffed",1200000,18,"LB","True","1728125","False","1199942","102265348","1445","743133065","4","225","102265348","57743073","1444","False"
"toy.mzn","Gini","toy_5_5.dzn","Chuffed",1200000,5,"Simp","True","781","True","1450","255052","128","1126018","4","17","255052","5161","127","False"
"toy.mzn","Gini","toy_17_20.dzn","Chuffed",1200000,17,"Simp","True","2443","False","1199938","91167081","109","392038174","4","165","91167081","4954171","108","False"
"toy.mzn","Spread","toy_10_13.dzn","Chuffed",1200000,10,"Simp","True","145360","False","1199933","142319330","200","595339922","4","52","142319330","2582632","199","False"
"toy.mzn","Spread","toy_15_18.dzn","Chuffed",1200000,15,"LB-TL","True","1019752","False","1199984","119649590","2051","758988297","4","130","119649590","42865329","2050","False"
"toy.mzn","Gini","toy_30_32.dzn","Chuffed",1200000,30,"LB-TL","True","4830","False","1199984","46235417","45","345561535","4","365","46235417","38712080","44","False"
"toy.mzn","Gini","toy_17_17.dzn","Chuffed",1200000,17,"LB","True","3635","False","1199939","107395419","407","597255200","4","153","107395419","40484693","406","False"
"toy.mzn","Spread","toy_40_43.dzn","Chuffed",1200000,40,"LB","True","70185047","False","1199949","51292086","2470","348744349","4","528","51292086","29916196","2469","False"
"toy.mzn","Spread","toy_7_7.dzn","Chuffed",1200000,7,"LB-TL","True","9412","True","230","2219","410","61149","4","30","2219","3117","410","False"
"toy.mzn","Gini","toy_13_13.dzn","Chuffed",1200000,13,"Simp","True","2053","False","1199931","103703103","91","436663001","4","132","103703103","2395188","90","False"
"toy.mzn","Gini","toy_21_22.dzn","Chuffed",1200000,21,"LB","True","4617","False","1199945","93324960","242","496874551","4","173","93324960","18173216","241","False"
"toy.mzn","Spread","toy_25_27.dzn","Chuffed",1200000,25,"LB-TL","True","4467349","False","1199951","91176275","2419","577605033","4","387","91176275","24962318","2418","False"
