"mzn","dzn","solver","timeout","nJ","nM","nA","mode","case","learning","UTIL","disp","solution","proof_of_opt","runtime","failures","restarts","propagations","propagators","peakDepth","nogoods","backjumps","nSolutions","unsat"
"Gini","ta70_3a_alloc1.dzn","Chuffed",1200000,50,20,3,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"Gini","ta62_4a_alloc1.dzn","Chuffed",1200000,50,20,4,"Dcmp","mindis","TRUE","21606","3263","3263","FALSE","1199301","175603","3","232474892","5087","1004","175603","248956","2","FALSE"
"Gini","ta65_4a_alloc3.dzn","Chuffed",1200000,50,20,4,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"Gini","ta73_10a_alloc2.dzn","Chuffed",1200000,100,20,10,"Dcmp","mindis","TRUE","35847","1354","1354","FALSE","40930","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","4","FALSE"
"Gini","ta47_3a_alloc3.dzn","Chuffed",1200000,30,20,3,"Dcmp","maxeff","TRUE","9725","548","-9725","TRUE","29760","10023","17","17953976","3064","13441","10023","230514","16","FALSE"
"Spread","ta74_8a_alloc1.dzn","Chuffed",1200000,100,20,8,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta66_5a_alloc2.dzn","Chuffed",1200000,50,20,5,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta80_6a_alloc2.dzn","Chuffed",1200000,100,20,6,"Dcmp","maxeff","TRUE","40864","1276","-40864","FALSE","28430","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","129","FALSE"
"Gini","ta36_3a_alloc1.dzn","Chuffed",1200000,30,15,3,"Dcmp","maxeff","TRUE","10684","1312","-10684","FALSE","1199654","193039","23","223331214","2313","459","193039","189501","22","FALSE"
"Spread","ta66_4a_alloc1.dzn","Chuffed",1200000,50,20,4,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta76_5a_alloc2.dzn","Chuffed",1200000,100,20,5,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta33_2a_alloc1.dzn","Chuffed",1200000,30,15,2,"Dcmp","maxeff","TRUE","10049","776","-10049","FALSE","1199662","209286","25","291505452","2303","459","209286","122419","24","FALSE"
"Spread","ta52_4a_alloc2.dzn","Chuffed",1200000,50,15,4,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta79_8a_alloc2.dzn","Chuffed",1200000,100,20,8,"Dcmp","mindis","TRUE","35302","1648","1648","FALSE","22900","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","5","FALSE"
"Spread","ta33_3a_alloc1.dzn","Chuffed",1200000,30,15,3,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta49_3a_alloc1.dzn","Chuffed",1200000,30,20,3,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta51_3a_alloc3.dzn","Chuffed",1200000,50,15,3,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta50_3a_alloc3.dzn","Chuffed",1200000,30,20,3,"Dcmp","mindis","TRUE","8524","35","35","TRUE","24570","9433","6","14797393","3066","604","9433","131594","5","FALSE"
"Gini","ta66_5a_alloc2.dzn","Chuffed",1200000,50,20,5,"Dcmp","mindis","TRUE","20391","848","848","FALSE","1199316","113048","14","242191698","5095","1014","113048","252730","13","FALSE"
"Spread","ta68_4a_alloc2.dzn","Chuffed",1200000,50,20,4,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta68_3a_alloc1.dzn","Chuffed",1200000,50,20,3,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta72_6a_alloc3.dzn","Chuffed",1200000,100,20,6,"Dcmp","maxeff","TRUE","10658","1906","-10658","FALSE","1198728","144489","39","452838144","10142","2012","144489","180419","38","FALSE"
"Gini","ta51_3a_alloc3.dzn","Chuffed",1200000,50,15,3,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"Spread","ta77_9a_alloc3.dzn","Chuffed",1200000,100,20,9,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta66_5a_alloc2.dzn","Chuffed",1200000,50,20,5,"Dcmp","maxeff","TRUE","17711","1564","-17711","FALSE","1199328","99043","34","240788769","5097","1013","99043","68696","33","FALSE"
"Spread","ta75_9a_alloc2.dzn","Chuffed",1200000,100,20,9,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta48_2a_alloc2.dzn","Chuffed",1200000,30,20,2,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta58_3a_alloc2.dzn","Chuffed",1200000,50,15,3,"Dcmp","mindis","TRUE","14640","3","3","FALSE","1199480","264538","24","265851525","3831","764","264538","189353","23","FALSE"
"Spread","ta78_7a_alloc2.dzn","Chuffed",1200000,100,20,7,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta59_3a_alloc3.dzn","Chuffed",1200000,50,15,3,"Dcmp","mindis","TRUE","15800","4787","4787","FALSE","1199480","218660","6","247604456","3821","6463","218660","162657","5","FALSE"
"Spread","ta60_4a_alloc3.dzn","Chuffed",1200000,50,15,4,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta58_5a_alloc3.dzn","Chuffed",1200000,50,15,5,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta31_3a_alloc2.dzn","Chuffed",1200000,30,15,3,"Dcmp","maxeff","TRUE","10202","1291","-10202","FALSE","1199657","175525","24","269469584","2305","468","175525","254638","23","FALSE"
"Gini","ta77_8a_alloc1.dzn","Chuffed",1200000,100,20,8,"Dcmp","maxeff","TRUE","39590","1472","-39590","FALSE","18450","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","86","FALSE"
"Spread","ta60_3a_alloc2.dzn","Chuffed",1200000,50,15,3,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta53_4a_alloc2.dzn","Chuffed",1200000,50,15,4,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta67_4a_alloc2.dzn","Chuffed",1200000,50,20,4,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta65_5a_alloc2.dzn","Chuffed",1200000,50,20,5,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta35_2a_alloc2.dzn","Chuffed",1200000,30,15,2,"Dcmp","mindis","TRUE","8969","0","0","TRUE","549750","142126","12","167743971","2297","454","142126","86988","11","FALSE"
"Gini","ta74_5a_alloc3.dzn","Chuffed",1200000,100,20,5,"Dcmp","maxeff","TRUE","44119","603","-44119","FALSE","23770","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","110","FALSE"
"Gini","ta65_3a_alloc3.dzn","Chuffed",1200000,50,20,3,"Dcmp","mindis","TRUE","15144","83","83","FALSE","1199307","102920","24","242281168","5070","1014","102920","137291","23","FALSE"
"Gini","ta55_3a_alloc2.dzn","Chuffed",1200000,50,15,3,"Dcmp","maxeff","TRUE","12972","947","-12972","FALSE","1199510","133854","45","226430303","3821","763","133854","194982","44","FALSE"
"Spread","ta65_3a_alloc2.dzn","Chuffed",1200000,50,20,3,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta31_3a_alloc3.dzn","Chuffed",1200000,30,15,3,"Dcmp","mindis","TRUE","9079","11","11","FALSE","1199663","245263","20","300945114","2303","479","245263","174054","19","FALSE"
"Gini","ta79_5a_alloc1.dzn","Chuffed",1200000,100,20,5,"Dcmp","mindis","TRUE","35302","855","855","FALSE","8220","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","9","FALSE"
"Gini","ta69_3a_alloc2.dzn","Chuffed",1200000,50,20,3,"Dcmp","mindis","TRUE","18506","762","762","FALSE","1199313","92353","19","222876240","5076","1016","92353","75536","18","FALSE"
"Gini","ta67_5a_alloc3.dzn","Chuffed",1200000,50,20,5,"Dcmp","mindis","TRUE","15128","343","343","FALSE","1199297","134273","12","234323518","5097","1011","134273","141031","11","FALSE"
"Gini","ta74_6a_alloc1.dzn","Chuffed",1200000,100,20,6,"Dcmp","mindis","TRUE","37769","824","824","FALSE","29670","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","30","FALSE"
"Spread","ta65_5a_alloc3.dzn","Chuffed",1200000,50,20,5,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta77_5a_alloc1.dzn","Chuffed",1200000,100,20,5,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta80_8a_alloc2.dzn","Chuffed",1200000,100,20,8,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta71_6a_alloc2.dzn","Chuffed",1200000,100,20,6,"Dcmp","maxeff","TRUE","41091","1554","-41091","FALSE","32720","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","139","FALSE"
"Gini","ta71_5a_alloc3.dzn","Chuffed",1200000,100,20,5,"Dcmp","mindis","TRUE","34525","765","765","FALSE","20180","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","39","FALSE"
"Gini","ta42_2a_alloc1.dzn","Chuffed",1200000,30,20,2,"Dcmp","maxeff","TRUE","12403","289","-12403","FALSE","1199557","179432","33","433167940","3058","606","179432","102671","32","FALSE"
"Spread","ta76_9a_alloc2.dzn","Chuffed",1200000,100,20,9,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta73_9a_alloc1.dzn","Chuffed",1200000,100,20,9,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"Gini","ta65_5a_alloc1.dzn","Chuffed",1200000,50,20,5,"Dcmp","maxeff","TRUE","17732","1618","-17732","FALSE","1199296","121852","51","241067680","5097","1014","121852","88181","50","FALSE"
"Spread","ta33_2a_alloc3.dzn","Chuffed",1200000,30,15,2,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta73_9a_alloc1.dzn","Chuffed",1200000,100,20,9,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta51_5a_alloc1.dzn","Chuffed",1200000,50,15,5,"Dcmp","mindis","TRUE","11837","287","287","FALSE","1199490","157406","19","262285071","3850","763","157406","118326","18","FALSE"
"Spread","ta65_5a_alloc3.dzn","Chuffed",1200000,50,20,5,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta45_2a_alloc2.dzn","Chuffed",1200000,30,20,2,"Dcmp","maxeff","TRUE","12280","148","-12280","FALSE","1199577","163105","24","419285283","3050","609","163105","102219","23","FALSE"
"Gini","ta38_2a_alloc2.dzn","Chuffed",1200000,30,15,2,"Dcmp","maxeff","TRUE","9121","877","-9121","FALSE","1199675","215585","26","371006361","2303","460","215585","103534","25","FALSE"
"Gini","ta61_4a_alloc1.dzn","Chuffed",1200000,50,20,4,"Dcmp","maxeff","TRUE","21106","1345","-21106","FALSE","1199374","93430","48","189354572","5081","1014","93430","178753","47","FALSE"
"Spread","ta51_4a_alloc3.dzn","Chuffed",1200000,50,15,4,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta61_4a_alloc3.dzn","Chuffed",1200000,50,20,4,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta61_3a_alloc3.dzn","Chuffed",1200000,50,20,3,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta73_7a_alloc1.dzn","Chuffed",1200000,100,20,7,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta50_3a_alloc1.dzn","Chuffed",1200000,30,20,3,"Dcmp","mindis","TRUE","8405","9","9","TRUE","31160","10750","9","14775400","3066","604","10750","167632","8","FALSE"
"Spread","ta80_6a_alloc3.dzn","Chuffed",1200000,100,20,6,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta41_2a_alloc1.dzn","Chuffed",1200000,30,20,2,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta41_3a_alloc3.dzn","Chuffed",1200000,30,20,3,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta75_6a_alloc3.dzn","Chuffed",1200000,100,20,6,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta73_7a_alloc3.dzn","Chuffed",1200000,100,20,7,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta47_2a_alloc3.dzn","Chuffed",1200000,30,20,2,"Dcmp","maxeff","TRUE","9725","550","-9725","TRUE","29570","10743","36","20446126","3056","603","10743","34054","35","FALSE"
"Gini","ta37_2a_alloc3.dzn","Chuffed",1200000,30,15,2,"Dcmp","maxeff","TRUE","9462","375","-9462","FALSE","1199665","206609","31","318522134","2305","461","206609","114376","30","FALSE"
"Gini","ta76_6a_alloc1.dzn","Chuffed",1200000,100,20,6,"Dcmp","mindis","TRUE","33750","484","484","FALSE","25320","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","17","FALSE"
"Spread","ta56_5a_alloc2.dzn","Chuffed",1200000,50,15,5,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
